country,GMI Sector,year,value
Albania,Biogas,1990,0.079972824
Albania,Biogas,1991,0.085479618
Albania,Biogas,1992,0.090986412
Albania,Biogas,1993,0.096493206
Albania,Biogas,1994,0.102
Albania,Biogas,1995,0.107506794
Albania,Biogas,1996,0.105386307
Albania,Biogas,1997,0.103265819
Albania,Biogas,1998,0.101145332
Albania,Biogas,1999,0.099024845
Albania,Biogas,2000,0.096904357
Albania,Biogas,2001,0.09574899
Albania,Biogas,2002,0.094593623
Albania,Biogas,2003,0.093438257
Albania,Biogas,2004,0.09228289
Albania,Biogas,2005,0.091127523
Albania,Biogas,2006,0.088287862
Albania,Biogas,2007,0.085448202
Albania,Biogas,2008,0.082608541
Albania,Biogas,2009,0.079768881
Albania,Biogas,2010,0.07692922
Albania,Biogas,2011,0.076980418
Albania,Biogas,2012,0.077031617
Albania,Biogas,2013,0.077082815
Albania,Biogas,2014,0.077134013
Albania,Biogas,2015,0.077185211
Albania,Biogas,2016,0.076887277
Albania,Biogas,2017,0.076589343
Albania,Biogas,2018,0.076291409
Albania,Biogas,2019,0.075993475
Albania,Biogas,2020,0.075695541
Albania,Biogas,2021,0.075336703
Albania,Biogas,2022,0.074977864
Albania,Biogas,2023,0.074619025
Albania,Biogas,2024,0.074260187
Albania,Biogas,2025,0.073901348
Albania,Biogas,2026,0.073438715
Albania,Biogas,2027,0.072976082
Albania,Biogas,2028,0.072513449
Albania,Biogas,2029,0.072050816
Albania,Biogas,2030,0.071588183
Albania,Biogas,2031,0.071044504
Albania,Biogas,2032,0.070500825
Albania,Biogas,2033,0.069957146
Albania,Biogas,2034,0.069413467
Albania,Biogas,2035,0.068869788
Albania,Biogas,2036,0.068264788
Albania,Biogas,2037,0.067659787
Albania,Biogas,2038,0.067054786
Albania,Biogas,2039,0.066449786
Albania,Biogas,2040,0.065844785
Albania,Biogas,2041,0.065216327
Albania,Biogas,2042,0.064587868
Albania,Biogas,2043,0.06395941
Albania,Biogas,2044,0.063330951
Albania,Biogas,2045,0.062702492
Albania,Biogas,2046,0.062045579
Albania,Biogas,2047,0.061388666
Albania,Biogas,2048,0.060731753
Albania,Biogas,2049,0.06007484
Albania,Biogas,2050,0.059417927
Albania,Biogas,1990,0.302614821
Albania,Biogas,1991,0.311276115
Albania,Biogas,1992,0.31993741
Albania,Biogas,1993,0.328598704
Albania,Biogas,1994,0.337259998
Albania,Biogas,1995,0.345921293
Albania,Biogas,1996,0.352325619
Albania,Biogas,1997,0.358729944
Albania,Biogas,1998,0.36513427
Albania,Biogas,1999,0.371538596
Albania,Biogas,2000,0.377942921
Albania,Biogas,2001,0.383120207
Albania,Biogas,2002,0.388297492
Albania,Biogas,2003,0.393474777
Albania,Biogas,2004,0.398652063
Albania,Biogas,2005,0.403829348
Albania,Biogas,2006,0.407446078
Albania,Biogas,2007,0.411062808
Albania,Biogas,2008,0.414679538
Albania,Biogas,2009,0.418296268
Albania,Biogas,2010,0.421912998
Albania,Biogas,2011,0.424232244
Albania,Biogas,2012,0.42655149
Albania,Biogas,2013,0.428870736
Albania,Biogas,2014,0.431189982
Albania,Biogas,2015,0.433509228
Albania,Biogas,2016,0.435560084
Albania,Biogas,2017,0.43761094
Albania,Biogas,2018,0.439661796
Albania,Biogas,2019,0.441712652
Albania,Biogas,2020,0.443763508
Albania,Biogas,2021,0.445715504
Albania,Biogas,2022,0.4476675
Albania,Biogas,2023,0.449619496
Albania,Biogas,2024,0.451571492
Albania,Biogas,2025,0.453523488
Albania,Biogas,2026,0.455254096
Albania,Biogas,2027,0.456984704
Albania,Biogas,2028,0.458715311
Albania,Biogas,2029,0.460445919
Albania,Biogas,2030,0.462176527
Albania,Biogas,2031,0.463516988
Albania,Biogas,2032,0.464857448
Albania,Biogas,2033,0.466197909
Albania,Biogas,2034,0.46753837
Albania,Biogas,2035,0.46887883
Albania,Biogas,2036,0.4697207
Albania,Biogas,2037,0.470562569
Albania,Biogas,2038,0.471404438
Albania,Biogas,2039,0.472246308
Albania,Biogas,2040,0.473088177
Albania,Biogas,2041,0.47342
Albania,Biogas,2042,0.473751823
Albania,Biogas,2043,0.474083645
Albania,Biogas,2044,0.474415468
Albania,Biogas,2045,0.474747291
Albania,Biogas,2046,0.474614368
Albania,Biogas,2047,0.474481445
Albania,Biogas,2048,0.474348522
Albania,Biogas,2049,0.474215599
Albania,Biogas,2050,0.474082677
Albania,Biogas,1990,0.350627139
Albania,Biogas,1990,0.195919416
Albania,Biogas,1991,0.344314495
Albania,Biogas,1991,0.196370597
Albania,Biogas,1992,0.33800185
Albania,Biogas,1992,0.196821777
Albania,Biogas,1993,0.331689206
Albania,Biogas,1993,0.197272958
Albania,Biogas,1994,0.325376561
Albania,Biogas,1994,0.197724138
Albania,Biogas,1995,0.319063917
Albania,Biogas,1995,0.198175319
Albania,Biogas,1996,0.316401539
Albania,Biogas,1996,0.201263247
Albania,Biogas,1997,0.313739162
Albania,Biogas,1997,0.204351176
Albania,Biogas,1998,0.311076784
Albania,Biogas,1998,0.207439104
Albania,Biogas,1999,0.308414406
Albania,Biogas,1999,0.210527033
Albania,Biogas,2000,0.305752029
Albania,Biogas,2000,0.213614962
Albania,Biogas,2001,0.299798003
Albania,Biogas,2001,0.218109538
Albania,Biogas,2002,0.293843978
Albania,Biogas,2002,0.222604115
Albania,Biogas,2003,0.287889952
Albania,Biogas,2003,0.227098692
Albania,Biogas,2004,0.281935926
Albania,Biogas,2004,0.231593269
Albania,Biogas,2005,0.275981901
Albania,Biogas,2005,0.236087845
Albania,Biogas,2006,0.266267791
Albania,Biogas,2006,0.237690105
Albania,Biogas,2007,0.256553681
Albania,Biogas,2007,0.239292365
Albania,Biogas,2008,0.24683957
Albania,Biogas,2008,0.240894625
Albania,Biogas,2009,0.23712546
Albania,Biogas,2009,0.242496884
Albania,Biogas,2010,0.22741135
Albania,Biogas,2010,0.244099144
Albania,Biogas,2011,0.222355708
Albania,Biogas,2011,0.248914482
Albania,Biogas,2012,0.217300065
Albania,Biogas,2012,0.253729819
Albania,Biogas,2013,0.212244423
Albania,Biogas,2013,0.258545156
Albania,Biogas,2014,0.20718878
Albania,Biogas,2014,0.263360494
Albania,Biogas,2015,0.202133138
Albania,Biogas,2015,0.268175831
Albania,Biogas,2016,0.198292037
Albania,Biogas,2016,0.273182389
Albania,Biogas,2017,0.194450936
Albania,Biogas,2017,0.278188947
Albania,Biogas,2018,0.190609835
Albania,Biogas,2018,0.283195505
Albania,Biogas,2019,0.186768735
Albania,Biogas,2019,0.288202063
Albania,Biogas,2020,0.182927634
Albania,Biogas,2020,0.293208621
Albania,Biogas,2021,0.179569624
Albania,Biogas,2021,0.297320385
Albania,Biogas,2022,0.176211614
Albania,Biogas,2022,0.30143215
Albania,Biogas,2023,0.172853604
Albania,Biogas,2023,0.305543915
Albania,Biogas,2024,0.169495594
Albania,Biogas,2024,0.309655679
Albania,Biogas,2025,0.166137584
Albania,Biogas,2025,0.313767444
Albania,Biogas,2026,0.163133887
Albania,Biogas,2026,0.31653067
Albania,Biogas,2027,0.160130191
Albania,Biogas,2027,0.319293896
Albania,Biogas,2028,0.157126494
Albania,Biogas,2028,0.322057123
Albania,Biogas,2029,0.154122798
Albania,Biogas,2029,0.324820349
Albania,Biogas,2030,0.151119101
Albania,Biogas,2030,0.327583575
Albania,Biogas,2031,0.148513942
Albania,Biogas,2031,0.32889023
Albania,Biogas,2032,0.145908783
Albania,Biogas,2032,0.330196884
Albania,Biogas,2033,0.143303623
Albania,Biogas,2033,0.331503539
Albania,Biogas,2034,0.140698464
Albania,Biogas,2034,0.332810194
Albania,Biogas,2035,0.138093305
Albania,Biogas,2035,0.334116848
Albania,Biogas,2036,0.135950584
Albania,Biogas,2036,0.334291035
Albania,Biogas,2037,0.133807864
Albania,Biogas,2037,0.334465221
Albania,Biogas,2038,0.131665143
Albania,Biogas,2038,0.334639408
Albania,Biogas,2039,0.129522423
Albania,Biogas,2039,0.334813594
Albania,Biogas,2040,0.127379703
Albania,Biogas,2040,0.334987781
Albania,Biogas,2041,0.125340786
Albania,Biogas,2041,0.334737282
Albania,Biogas,2042,0.12330187
Albania,Biogas,2042,0.334486782
Albania,Biogas,2043,0.121262953
Albania,Biogas,2043,0.334236283
Albania,Biogas,2044,0.119224037
Albania,Biogas,2044,0.333985784
Albania,Biogas,2045,0.11718512
Albania,Biogas,2045,0.333735285
Albania,Biogas,2046,0.115230145
Albania,Biogas,2046,0.333240904
Albania,Biogas,2047,0.11327517
Albania,Biogas,2047,0.332746523
Albania,Biogas,2048,0.111320196
Albania,Biogas,2048,0.332252143
Albania,Biogas,2049,0.109365221
Albania,Biogas,2049,0.331757762
Albania,Biogas,2050,0.107410246
Albania,Biogas,2050,0.331263382
Albania,Coal Mines,1990,0.330225324
Albania,Coal Mines,1991,0.266731493
Albania,Coal Mines,1992,0.203237662
Albania,Coal Mines,1993,0.139743831
Albania,Coal Mines,1994,0.07625
Albania,Coal Mines,1995,0.012756169
Albania,Coal Mines,1996,0.011161648
Albania,Coal Mines,1997,0.009567127
Albania,Coal Mines,1998,0.007972606
Albania,Coal Mines,1999,0.006378084
Albania,Coal Mines,2000,0.004783563
Albania,Coal Mines,2001,0.00526192
Albania,Coal Mines,2002,0.005740276
Albania,Coal Mines,2003,0.006218632
Albania,Coal Mines,2004,0.006696989
Albania,Coal Mines,2005,0.007175345
Albania,Coal Mines,2006,0.00605918
Albania,Coal Mines,2007,0.004943015
Albania,Coal Mines,2008,0.003826851
Albania,Coal Mines,2009,0.002710686
Albania,Coal Mines,2010,0.001594521
Albania,Coal Mines,2011,0.001278774
Albania,Coal Mines,2012,0.000963027
Albania,Coal Mines,2013,0.00064728
Albania,Coal Mines,2014,0.000331533
Albania,Coal Mines,2015,1.57858E-05
Albania,Coal Mines,2016,1.56318E-05
Albania,Coal Mines,2017,1.54777E-05
Albania,Coal Mines,2018,1.53237E-05
Albania,Coal Mines,2019,1.51697E-05
Albania,Coal Mines,2020,1.50157E-05
Albania,Coal Mines,2021,1.49387E-05
Albania,Coal Mines,2022,1.48617E-05
Albania,Coal Mines,2023,1.47847E-05
Albania,Coal Mines,2024,1.47077E-05
Albania,Coal Mines,2025,1.46307E-05
Albania,Coal Mines,2026,1.45922E-05
Albania,Coal Mines,2027,1.45537E-05
Albania,Coal Mines,2028,1.45152E-05
Albania,Coal Mines,2029,1.44767E-05
Albania,Coal Mines,2030,1.44382E-05
Albania,Coal Mines,2031,1.45152E-05
Albania,Coal Mines,2032,1.45922E-05
Albania,Coal Mines,2033,1.46692E-05
Albania,Coal Mines,2034,1.47462E-05
Albania,Coal Mines,2035,1.48232E-05
Albania,Coal Mines,2036,1.47847E-05
Albania,Coal Mines,2037,1.47462E-05
Albania,Coal Mines,2038,1.47077E-05
Albania,Coal Mines,2039,1.46692E-05
Albania,Coal Mines,2040,1.46307E-05
Albania,Coal Mines,2041,1.45922E-05
Albania,Coal Mines,2042,1.45537E-05
Albania,Coal Mines,2043,1.45152E-05
Albania,Coal Mines,2044,1.44767E-05
Albania,Coal Mines,2045,1.44382E-05
Albania,Coal Mines,2046,1.43612E-05
Albania,Coal Mines,2047,1.42842E-05
Albania,Coal Mines,2048,1.42072E-05
Albania,Coal Mines,2049,1.41302E-05
Albania,Coal Mines,2050,1.40532E-05
Albania,Coal Mines,1990,0
Albania,Coal Mines,1991,0
Albania,Coal Mines,1992,0
Albania,Coal Mines,1993,0
Albania,Coal Mines,1994,0
Albania,Coal Mines,1995,0
Albania,Coal Mines,1996,0
Albania,Coal Mines,1997,0
Albania,Coal Mines,1998,0
Albania,Coal Mines,1999,0
Albania,Coal Mines,2000,0
Albania,Coal Mines,2001,0
Albania,Coal Mines,2002,0
Albania,Coal Mines,2003,0
Albania,Coal Mines,2004,0
Albania,Coal Mines,2005,0
Albania,Coal Mines,2006,0
Albania,Coal Mines,2007,0
Albania,Coal Mines,2008,0
Albania,Coal Mines,2009,0
Albania,Coal Mines,2010,0
Albania,Coal Mines,2011,0
Albania,Coal Mines,2012,0
Albania,Coal Mines,2013,0
Albania,Coal Mines,2014,0
Albania,Coal Mines,2015,0
Albania,Coal Mines,2016,0
Albania,Coal Mines,2017,0
Albania,Coal Mines,2018,0
Albania,Coal Mines,2019,0
Albania,Coal Mines,2020,0
Albania,Coal Mines,2021,0
Albania,Coal Mines,2022,0
Albania,Coal Mines,2023,0
Albania,Coal Mines,2024,0
Albania,Coal Mines,2025,0
Albania,Coal Mines,2026,0
Albania,Coal Mines,2027,0
Albania,Coal Mines,2028,0
Albania,Coal Mines,2029,0
Albania,Coal Mines,2030,0
Albania,Coal Mines,2031,0
Albania,Coal Mines,2032,0
Albania,Coal Mines,2033,0
Albania,Coal Mines,2034,0
Albania,Coal Mines,2035,0
Albania,Coal Mines,2036,0
Albania,Coal Mines,2037,0
Albania,Coal Mines,2038,0
Albania,Coal Mines,2039,0
Albania,Coal Mines,2040,0
Albania,Coal Mines,2041,0
Albania,Coal Mines,2042,0
Albania,Coal Mines,2043,0
Albania,Coal Mines,2044,0
Albania,Coal Mines,2045,0
Albania,Coal Mines,2046,0
Albania,Coal Mines,2047,0
Albania,Coal Mines,2048,0
Albania,Coal Mines,2049,0
Albania,Coal Mines,2050,0
Albania,Oil & Gas,1990,0
Albania,Oil & Gas,1990,0
Albania,Oil & Gas,1990,0
Albania,Oil & Gas,1990,0
Albania,Oil & Gas,1991,0
Albania,Oil & Gas,1991,0
Albania,Oil & Gas,1991,0
Albania,Oil & Gas,1991,0
Albania,Oil & Gas,1992,0
Albania,Oil & Gas,1992,0
Albania,Oil & Gas,1992,0
Albania,Oil & Gas,1992,0
Albania,Oil & Gas,1993,0
Albania,Oil & Gas,1993,0
Albania,Oil & Gas,1993,0
Albania,Oil & Gas,1993,0
Albania,Oil & Gas,1994,0
Albania,Oil & Gas,1994,0
Albania,Oil & Gas,1994,0
Albania,Oil & Gas,1994,0
Albania,Oil & Gas,1995,0
Albania,Oil & Gas,1995,0
Albania,Oil & Gas,1995,0
Albania,Oil & Gas,1995,0
Albania,Oil & Gas,1996,0
Albania,Oil & Gas,1996,0
Albania,Oil & Gas,1996,0
Albania,Oil & Gas,1996,0
Albania,Oil & Gas,1997,0
Albania,Oil & Gas,1997,0
Albania,Oil & Gas,1997,0
Albania,Oil & Gas,1997,0
Albania,Oil & Gas,1998,0
Albania,Oil & Gas,1998,0
Albania,Oil & Gas,1998,0
Albania,Oil & Gas,1998,0
Albania,Oil & Gas,1999,0
Albania,Oil & Gas,1999,0
Albania,Oil & Gas,1999,0
Albania,Oil & Gas,1999,0
Albania,Oil & Gas,2000,0
Albania,Oil & Gas,2000,0
Albania,Oil & Gas,2000,0
Albania,Oil & Gas,2000,0
Albania,Oil & Gas,2001,0
Albania,Oil & Gas,2001,0
Albania,Oil & Gas,2001,0
Albania,Oil & Gas,2001,0
Albania,Oil & Gas,2002,0
Albania,Oil & Gas,2002,0
Albania,Oil & Gas,2002,0
Albania,Oil & Gas,2002,0
Albania,Oil & Gas,2003,0
Albania,Oil & Gas,2003,0
Albania,Oil & Gas,2003,0
Albania,Oil & Gas,2003,0
Albania,Oil & Gas,2004,0
Albania,Oil & Gas,2004,0
Albania,Oil & Gas,2004,0
Albania,Oil & Gas,2004,0
Albania,Oil & Gas,2005,0
Albania,Oil & Gas,2005,0
Albania,Oil & Gas,2005,0
Albania,Oil & Gas,2005,0
Albania,Oil & Gas,2006,0
Albania,Oil & Gas,2006,0
Albania,Oil & Gas,2006,0
Albania,Oil & Gas,2006,0
Albania,Oil & Gas,2007,0
Albania,Oil & Gas,2007,0
Albania,Oil & Gas,2007,0
Albania,Oil & Gas,2007,0
Albania,Oil & Gas,2008,0
Albania,Oil & Gas,2008,0
Albania,Oil & Gas,2008,0
Albania,Oil & Gas,2008,0
Albania,Oil & Gas,2009,0
Albania,Oil & Gas,2009,0
Albania,Oil & Gas,2009,0
Albania,Oil & Gas,2009,0
Albania,Oil & Gas,2010,0
Albania,Oil & Gas,2010,0
Albania,Oil & Gas,2010,0
Albania,Oil & Gas,2010,0
Albania,Oil & Gas,2011,0
Albania,Oil & Gas,2011,0
Albania,Oil & Gas,2011,0
Albania,Oil & Gas,2011,0
Albania,Oil & Gas,2012,0
Albania,Oil & Gas,2012,0
Albania,Oil & Gas,2012,0
Albania,Oil & Gas,2012,0
Albania,Oil & Gas,2013,0
Albania,Oil & Gas,2013,0
Albania,Oil & Gas,2013,0
Albania,Oil & Gas,2013,0
Albania,Oil & Gas,2014,0
Albania,Oil & Gas,2014,0
Albania,Oil & Gas,2014,0
Albania,Oil & Gas,2014,0
Albania,Oil & Gas,2015,0
Albania,Oil & Gas,2015,0
Albania,Oil & Gas,2015,0
Albania,Oil & Gas,2015,0
Albania,Oil & Gas,2016,0
Albania,Oil & Gas,2016,0
Albania,Oil & Gas,2016,0
Albania,Oil & Gas,2016,0
Albania,Oil & Gas,2017,0
Albania,Oil & Gas,2017,0
Albania,Oil & Gas,2017,0
Albania,Oil & Gas,2017,0
Albania,Oil & Gas,2018,0
Albania,Oil & Gas,2018,0
Albania,Oil & Gas,2018,0
Albania,Oil & Gas,2018,0
Albania,Oil & Gas,2019,0
Albania,Oil & Gas,2019,0
Albania,Oil & Gas,2019,0
Albania,Oil & Gas,2019,0
Albania,Oil & Gas,2020,0
Albania,Oil & Gas,2020,0
Albania,Oil & Gas,2020,0
Albania,Oil & Gas,2020,0
Albania,Oil & Gas,2021,0
Albania,Oil & Gas,2021,0
Albania,Oil & Gas,2021,0
Albania,Oil & Gas,2021,0
Albania,Oil & Gas,2022,0
Albania,Oil & Gas,2022,0
Albania,Oil & Gas,2022,0
Albania,Oil & Gas,2022,0
Albania,Oil & Gas,2023,0
Albania,Oil & Gas,2023,0
Albania,Oil & Gas,2023,0
Albania,Oil & Gas,2023,0
Albania,Oil & Gas,2024,0
Albania,Oil & Gas,2024,0
Albania,Oil & Gas,2024,0
Albania,Oil & Gas,2024,0
Albania,Oil & Gas,2025,0
Albania,Oil & Gas,2025,0
Albania,Oil & Gas,2025,0
Albania,Oil & Gas,2025,0
Albania,Oil & Gas,2026,0
Albania,Oil & Gas,2026,0
Albania,Oil & Gas,2026,0
Albania,Oil & Gas,2026,0
Albania,Oil & Gas,2027,0
Albania,Oil & Gas,2027,0
Albania,Oil & Gas,2027,0
Albania,Oil & Gas,2027,0
Albania,Oil & Gas,2028,0
Albania,Oil & Gas,2028,0
Albania,Oil & Gas,2028,0
Albania,Oil & Gas,2028,0
Albania,Oil & Gas,2029,0
Albania,Oil & Gas,2029,0
Albania,Oil & Gas,2029,0
Albania,Oil & Gas,2029,0
Albania,Oil & Gas,2030,0
Albania,Oil & Gas,2030,0
Albania,Oil & Gas,2030,0
Albania,Oil & Gas,2030,0
Albania,Oil & Gas,2031,0
Albania,Oil & Gas,2031,0
Albania,Oil & Gas,2031,0
Albania,Oil & Gas,2031,0
Albania,Oil & Gas,2032,0
Albania,Oil & Gas,2032,0
Albania,Oil & Gas,2032,0
Albania,Oil & Gas,2032,0
Albania,Oil & Gas,2033,0
Albania,Oil & Gas,2033,0
Albania,Oil & Gas,2033,0
Albania,Oil & Gas,2033,0
Albania,Oil & Gas,2034,0
Albania,Oil & Gas,2034,0
Albania,Oil & Gas,2034,0
Albania,Oil & Gas,2034,0
Albania,Oil & Gas,2035,0
Albania,Oil & Gas,2035,0
Albania,Oil & Gas,2035,0
Albania,Oil & Gas,2035,0
Albania,Oil & Gas,2036,0
Albania,Oil & Gas,2036,0
Albania,Oil & Gas,2036,0
Albania,Oil & Gas,2036,0
Albania,Oil & Gas,2037,0
Albania,Oil & Gas,2037,0
Albania,Oil & Gas,2037,0
Albania,Oil & Gas,2037,0
Albania,Oil & Gas,2038,0
Albania,Oil & Gas,2038,0
Albania,Oil & Gas,2038,0
Albania,Oil & Gas,2038,0
Albania,Oil & Gas,2039,0
Albania,Oil & Gas,2039,0
Albania,Oil & Gas,2039,0
Albania,Oil & Gas,2039,0
Albania,Oil & Gas,2040,0
Albania,Oil & Gas,2040,0
Albania,Oil & Gas,2040,0
Albania,Oil & Gas,2040,0
Albania,Oil & Gas,2041,0
Albania,Oil & Gas,2041,0
Albania,Oil & Gas,2041,0
Albania,Oil & Gas,2041,0
Albania,Oil & Gas,2042,0
Albania,Oil & Gas,2042,0
Albania,Oil & Gas,2042,0
Albania,Oil & Gas,2042,0
Albania,Oil & Gas,2043,0
Albania,Oil & Gas,2043,0
Albania,Oil & Gas,2043,0
Albania,Oil & Gas,2043,0
Albania,Oil & Gas,2044,0
Albania,Oil & Gas,2044,0
Albania,Oil & Gas,2044,0
Albania,Oil & Gas,2044,0
Albania,Oil & Gas,2045,0
Albania,Oil & Gas,2045,0
Albania,Oil & Gas,2045,0
Albania,Oil & Gas,2045,0
Albania,Oil & Gas,2046,0
Albania,Oil & Gas,2046,0
Albania,Oil & Gas,2046,0
Albania,Oil & Gas,2046,0
Albania,Oil & Gas,2047,0
Albania,Oil & Gas,2047,0
Albania,Oil & Gas,2047,0
Albania,Oil & Gas,2047,0
Albania,Oil & Gas,2048,0
Albania,Oil & Gas,2048,0
Albania,Oil & Gas,2048,0
Albania,Oil & Gas,2048,0
Albania,Oil & Gas,2049,0
Albania,Oil & Gas,2049,0
Albania,Oil & Gas,2049,0
Albania,Oil & Gas,2049,0
Albania,Oil & Gas,2050,0
Albania,Oil & Gas,2050,0
Albania,Oil & Gas,2050,0
Albania,Oil & Gas,2050,0
Albania,Other (Non-GMI),1990,1.423816118
Albania,Other (Non-GMI),1991,1.540299588
Albania,Other (Non-GMI),1992,1.656783059
Albania,Other (Non-GMI),1993,1.773266529
Albania,Other (Non-GMI),1994,1.88975
Albania,Other (Non-GMI),1995,2.006233471
Albania,Other (Non-GMI),1996,1.949414144
Albania,Other (Non-GMI),1997,1.892594818
Albania,Other (Non-GMI),1998,1.835775492
Albania,Other (Non-GMI),1999,1.778956166
Albania,Other (Non-GMI),2000,1.72213684
Albania,Other (Non-GMI),2001,1.690231679
Albania,Other (Non-GMI),2002,1.658326517
Albania,Other (Non-GMI),2003,1.626421356
Albania,Other (Non-GMI),2004,1.594516194
Albania,Other (Non-GMI),2005,1.562611033
Albania,Other (Non-GMI),2006,1.513383669
Albania,Other (Non-GMI),2007,1.464156305
Albania,Other (Non-GMI),2008,1.414928941
Albania,Other (Non-GMI),2009,1.365701577
Albania,Other (Non-GMI),2010,1.316474214
Albania,Other (Non-GMI),2011,1.31932757
Albania,Other (Non-GMI),2012,1.322180926
Albania,Other (Non-GMI),2013,1.325034282
Albania,Other (Non-GMI),2014,1.327887639
Albania,Other (Non-GMI),2015,1.330740995
Albania,Other (Non-GMI),2016,1.326893642
Albania,Other (Non-GMI),2017,1.323046289
Albania,Other (Non-GMI),2018,1.319198936
Albania,Other (Non-GMI),2019,1.315351583
Albania,Other (Non-GMI),2020,1.31150423
Albania,Other (Non-GMI),2021,1.306803149
Albania,Other (Non-GMI),2022,1.302102069
Albania,Other (Non-GMI),2023,1.297400989
Albania,Other (Non-GMI),2024,1.292699908
Albania,Other (Non-GMI),2025,1.287998828
Albania,Other (Non-GMI),2026,1.281799123
Albania,Other (Non-GMI),2027,1.275599419
Albania,Other (Non-GMI),2028,1.269399714
Albania,Other (Non-GMI),2029,1.26320001
Albania,Other (Non-GMI),2030,1.257000305
Albania,Other (Non-GMI),2031,1.249577519
Albania,Other (Non-GMI),2032,1.242154732
Albania,Other (Non-GMI),2033,1.234731945
Albania,Other (Non-GMI),2034,1.227309158
Albania,Other (Non-GMI),2035,1.219886371
Albania,Other (Non-GMI),2036,1.211535513
Albania,Other (Non-GMI),2037,1.203184655
Albania,Other (Non-GMI),2038,1.194833797
Albania,Other (Non-GMI),2039,1.186482939
Albania,Other (Non-GMI),2040,1.178132081
Albania,Other (Non-GMI),2041,1.169437861
Albania,Other (Non-GMI),2042,1.160743642
Albania,Other (Non-GMI),2043,1.152049422
Albania,Other (Non-GMI),2044,1.143355202
Albania,Other (Non-GMI),2045,1.134660983
Albania,Other (Non-GMI),2046,1.125454936
Albania,Other (Non-GMI),2047,1.116248889
Albania,Other (Non-GMI),2048,1.107042843
Albania,Other (Non-GMI),2049,1.097836796
Albania,Other (Non-GMI),2050,1.088630749
Albania,Other (Non-GMI),1990,0
Albania,Other (Non-GMI),1991,0
Albania,Other (Non-GMI),1992,0
Albania,Other (Non-GMI),1993,0
Albania,Other (Non-GMI),1994,0.001
Albania,Other (Non-GMI),1995,0.001
Albania,Other (Non-GMI),1996,0.001
Albania,Other (Non-GMI),1997,0.001
Albania,Other (Non-GMI),1998,0.001
Albania,Other (Non-GMI),1999,0.001
Albania,Other (Non-GMI),2000,0.001
Albania,Other (Non-GMI),2001,0.001
Albania,Other (Non-GMI),2002,0.001
Albania,Other (Non-GMI),2003,0.001
Albania,Other (Non-GMI),2004,0.001
Albania,Other (Non-GMI),2005,0.001
Albania,Other (Non-GMI),2006,0.001
Albania,Other (Non-GMI),2007,0.001
Albania,Other (Non-GMI),2008,0.001
Albania,Other (Non-GMI),2009,0.001
Albania,Other (Non-GMI),2010,0.001
Albania,Other (Non-GMI),2011,0.001
Albania,Other (Non-GMI),2012,0.001
Albania,Other (Non-GMI),2013,0.001
Albania,Other (Non-GMI),2014,0.001
Albania,Other (Non-GMI),2015,0.001
Albania,Other (Non-GMI),2016,0.001
Albania,Other (Non-GMI),2017,0.001
Albania,Other (Non-GMI),2018,0.001
Albania,Other (Non-GMI),2019,0.001
Albania,Other (Non-GMI),2020,0.001
Albania,Other (Non-GMI),2021,0.001
Albania,Other (Non-GMI),2022,0.001
Albania,Other (Non-GMI),2023,0.001
Albania,Other (Non-GMI),2024,0.001
Albania,Other (Non-GMI),2025,0.001
Albania,Other (Non-GMI),2026,0.001
Albania,Other (Non-GMI),2027,0.001
Albania,Other (Non-GMI),2028,0.001
Albania,Other (Non-GMI),2029,0.001
Albania,Other (Non-GMI),2030,0.001
Albania,Other (Non-GMI),2031,0.001
Albania,Other (Non-GMI),2032,0.001
Albania,Other (Non-GMI),2033,0.001
Albania,Other (Non-GMI),2034,0.001
Albania,Other (Non-GMI),2035,0.001
Albania,Other (Non-GMI),2036,0.001
Albania,Other (Non-GMI),2037,0.001
Albania,Other (Non-GMI),2038,0.001
Albania,Other (Non-GMI),2039,0.001
Albania,Other (Non-GMI),2040,0.001
Albania,Other (Non-GMI),2041,0.001
Albania,Other (Non-GMI),2042,0.001
Albania,Other (Non-GMI),2043,0.001
Albania,Other (Non-GMI),2044,0.001
Albania,Other (Non-GMI),2045,0.001
Albania,Other (Non-GMI),2046,0.001
Albania,Other (Non-GMI),2047,0.001
Albania,Other (Non-GMI),2048,0.001
Albania,Other (Non-GMI),2049,0.001
Albania,Other (Non-GMI),2050,0.001
Albania,Other (Non-GMI),1990,0.015494427
Albania,Other (Non-GMI),1991,0.012395542
Albania,Other (Non-GMI),1992,0.009296656
Albania,Other (Non-GMI),1993,0.006197771
Albania,Other (Non-GMI),1994,0.003098885
Albania,Other (Non-GMI),1995,0
Albania,Other (Non-GMI),1996,0
Albania,Other (Non-GMI),1997,0
Albania,Other (Non-GMI),1998,0
Albania,Other (Non-GMI),1999,0
Albania,Other (Non-GMI),2000,0
Albania,Other (Non-GMI),2001,0
Albania,Other (Non-GMI),2002,0
Albania,Other (Non-GMI),2003,0
Albania,Other (Non-GMI),2004,0
Albania,Other (Non-GMI),2005,0
Albania,Other (Non-GMI),2006,0
Albania,Other (Non-GMI),2007,0
Albania,Other (Non-GMI),2008,0
Albania,Other (Non-GMI),2009,0
Albania,Other (Non-GMI),2010,0
Albania,Other (Non-GMI),2011,0
Albania,Other (Non-GMI),2012,0
Albania,Other (Non-GMI),2013,0
Albania,Other (Non-GMI),2014,0
